rank,track_name,track_id,artist_names,artist_ids,album_name,album_id,popularity,duration,explicit,release_date,album_type,isrc,copies,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,total_artist_followers,avg_artist_popularity,artist_genres,main_genres,lyrics
7978,Blue Jeans,4kfjA6WfgKBt7I7YKuDCkU,GANGGA,4nd1IvFkUoQinjvYdUmOBI,Blue Jeans,7sO28fbiEU3JbkTcY7vkZi,71,3:31,0,2020-06-05,single,FR96X2014173,1,0.639,0.297,7.0,-11.18,1.0,0.0334,0.938,0.0839,0.18,0.292,113.989,211483.0,3.0,477630,54.0,"['indonesian singer-songwriter', 'indonesian pop', 'indonesian lo-fi pop']",Pop,"Calling you late at night
Talking 'bout nothin'
But we're always laughing
These dumb conversations
They raise my affections
Those were the good times
And I miss the old times

Have I told you lately
That I miss you badly

Sometimes I wish
That I could still call you mine
Still call you mine
Now all I've got is
The stain on my blue jeans
The only way I could
Remember that you were once mine

Your voice were lullabies
I would be listenin'
'Til I was sleeping
But our situations
It stopped our relations
Why did we end it?
Don't want to believe it

'Cause I'm feelin' lately
That I miss you badly

Sometimes I wish
That I could still call you mine
Still call you mine
Now all I've got is
The stain on my blue jeans
The only way I could
Remember that you were once mine

Sometimes I wish
That I could still call you mine
Still call you mine
Now all I've got is
The stain on my blue jeans
The only way I could
Remember that you were once mine"
7979,Kundiman,6Al0RruBBzC6ft8u1p78hG,Silent Sanctuary,4nGp682WMiKS4X217kPw8C,Fuchsiang Pag-Ibig,6MC4GloSqK2sSTLeYImDV3,71,5:39,0,2007-01-01,album,PHU010710025,2,0.333,0.569,11.0,-4.691,1.0,0.0241,0.581,0.0,0.124,0.472,93.222,339053.0,4.0,6849564,69.0,"[""harana"", ""kundiman"", ""opm"", ""p-pop"", ""parang"", ""pinoy alternative"", ""pinoy rock""]","Pop, Rock, Traditional Music","Para kang asukal
Singtamis mong magmahal
Para kang pintura
Buhay ko, ikaw ang nagpinta

Para kang unan
Pinapainit mo ang aking tiyan
Para kang kumot
Na yumayakap sa tuwing ako'y nalulungkot

Kaya't 'wag magtataka
Kung bakit ayaw kitang mawala

Kung hindi man tayo hanggang dulo
'Wag mong kalimutan
Nandito lang ako, laging umaalalay
Hindi ako lalayo
Dahil ang tanging panalangin ko ay ikaw

'Di baleng maghapon pang umulan
Basta't ikaw ang sasandalan
Liwanag ng lumulubog na araw
Kay sarap pagmasdan

Lalo na kapag nasisinagan ang iyong mukha
Ayoko nang magsawa
Hinding-hindi magsasawa sa 'yo

Kaya't 'wag magtataka
Kung bakit ayaw kitang mawala

Kung hindi man tayo hanggang dulo
'Wag mong kalimutan
Nandito lang ako, laging umaalalay
Hindi ako lalayo
Dahil ang tanging panalangin ko

Bahala na
Ayoko munang magsalita
Hayaan na muna natin ang daloy ng tadhana

Kung 'di man tayo hanggang dulo
'Wag mong kalimutan
Nandito lang ako, laging umaalalay
Hindi ako lalayo

Kung hindi man tayo hanggang dulo
'Wag mong kalimutan
Nandito lang ako, laging umaalalay
Hindi ako lalayo

Dahil ang tanging panalangin
Dahil ang tanging panalangin
Ay ikaw
Ay ikaw
Ay ikaw
Ay ikaw"
7980,Location Unknown ◐ (feat. BEKA) - Brooklyn Session,43kiDtoYD0nDJYxzQwclpT,HONNE|BEKA,0Vw76uk7P8yVtTClWyOhac|1ClmHgLorY9RUCIvsTdT7A,Love Me / Love Me Not (Sessions),74nLAOXgk7p5ujlR5RYZ03,71,5:28,0,2018,single,GBAHS1900132,6,0.508,0.293,5.0,-7.47,1.0,0.0441,0.941,0.0,0.0787,0.395,91.509,328050.0,4.0,1682673,59.5,['uk pop'],Pop,"Travelling places I ain't seen you in ages
But I hope you come back to me
My mind's running wild with you faraway
I still think of you a hundred times a day

I still think of you too if only you knew
When I'm feeling a bit down and I wanna pull through
I look over your photograph
And I think how much I miss you, I miss you
I wish I knew where I was 'cause I don't have a clue
I just need to work out some way of getting me to you
'Cause I will never find a love like ours out here
In a million years, a million years

My location unknown, tryna find a way back home to you again
I gotta get back to you, gotta gotta get back to you
My location unknown, tryna find a way back home to you again
I gotta get back to you, gotta gotta get back to you
I just need to know that you're safe, given that I'm miles away
On the first flight back to your side
I don't care how long it takes, I know you'll be worth the wait
On the first flight back to your side

Travelling places I ain't seen you in ages
But I hope you'll come back to me
My mind's running wild with you faraway
I still think of you a hundred times a day

I still think of you too if only you knew
I just need to work out some way of getting me to you
'Cause I will never find a love like ours out here
In a million years, a million years

My location unknown, tryna find a way back home to you again
I gotta get back to you, gotta gotta get back to you
My location unknown, tryna find a way back home to you again
I gotta get back to you, gotta gotta get back to you
I just need to know that you're safe, given that I'm miles away
On the first flight back to your side
I don't care how long it takes, I know you'll be worth the wait
On the first flight back to your side

I don't want to be wasting time without you
Don't want to throw away my life I need you
Something tells me we'll be alright
Something tells me we'll be alright, alright
I don't want to be wasting time without you
Don't wanna throw away my life I need you
Something tells me we'll be alright
But something tells me we'll be alright, alright

My location unknown, tryna find a way back home to you again
I gotta get back to you, gotta gotta get back to you
My location unknown, tryna find a way back home to you again
I gotta get back to you, gotta gotta get back to you
I just need to know that you're safe, given that I'm miles away
On the first flight back to your side
I don't care how long it takes, I know you'll be worth the wait
On the first flight back to your side"
7981,Nahin Milta,0cUdmruT6kjxa5KpteSdwc,Bayaan,3atMq790wQ7IqjeSO0HFeP,4 Saal,5LiulhSHQrEXkYO63T5Z6Q,71,4:45,0,2019-02-01,single,QZDA51946252,2,0.325,0.378,10.0,-12.695,1.0,0.0436,0.856,0.000412,0.102,0.242,119.691,285657.0,4.0,523425,56.0,"[""desi"", ""hindi indie"", ""indian indie""]","Pop, Rock","سہلا دو من کو، کیوں یہ روتا رہے؟
ڈھلے گی پھر یہ رات، جو ہوتا رہے

پر یہ من مایوس ہے بہت
ہنگامے میں گرفت
اِس شور میں، اِس بھیڑ میں اکیلا ہے من
اکیلا ہوں میں

ہاں، اکیلا ہے من پر مکمل ہے یہ
ادھورے ہے تم!
ہاں، اکیلا ہے من پر مکمل ہے یہ
ادھورے ہے تم!
ہاں، اکیلا ہے من پر مکمل ہے یہ
ادھورے ہے تم!
ہاں، اکیلا ہے من پر مکمل ہے یہ
ادھورے ہے تم!
بلکہ ہو ہی نہیں

جھوٹ کی زمین پر، فریب کے یہ سارے گھر
اِن میں رہنے والے تم!
خون سفید، دل پتھر
زمہ ہے یہ قدرت کا، یا خطہ تمہاری ہے؟
جو بھی سبب سو ہے، پر سزا ہماری ہے

جس کو جو بھی ملتا ہے، بے سبب نہیں ملتا
مجھ سے بولے من میرا، 'سب کو سب نہیں ملتا'
جس کو جو بھی ملتا ہے، بے سبب نہیں ملتا
مجھ سے بولے من میرا، 'سب کو سب نہیں ملتا'
جس کو جو بھی ملتا ہے، بے سبب نہیں ملتا
مجھ سے بولے من میرا، 'سب کو سب نہیں ملتا'"
7982,Halu,2dTIJVE0stqTvrhbpf7fFw,Feby Putri,66NmU5epI0ONGmdCRbLpmW,Riuh,0t4RNN2t8lhd9yI9YxFHk5,71,4:25,0,2022-01-21,album,QZEZ61982122,1,0.258,0.249,2.0,-14.543,1.0,0.0346,0.867,0.0308,0.11,0.104,87.283,265738.0,3.0,4203897,71.0,"[""indonesian indie"", ""indonesian pop"", ""malay""]","Pop, Rock, Traditional Music","Senyumanmu yang indah bagaikan candu
Ingin t'rus kulihat walau

Ku berandai
Kau disini
Mengobati rindu ruai

Dalam sunyi
Ku sendiri meratapi
Perasaan yang tak jua di dengar

Takkan apa
Bila rasa ini tumbuh sendirinya

Tak berdaya
Diri bila diantara
Walau itu hanya bayang-bayangmu

Senyumanmu yang indah bagaikan candu
Ingin t'rus kulihat walau dari jauh
Sekarang aku pun sadari semua hanya mimpiku
Yang berkhayallah 'kan bisa bersamamu
Hu-hu hu-hu

Senyumanmu yang indah bagaikan candu
Ingin t'rus kulihat walau dari jauh
Sekarang aku pun sadari semua hanya mimpiku
Yang berkhayallah 'kan bisa bersamamu

Senyumanmu yang indah bagaikan candu
Ingin t'rus kulihat walau dari jauh
Sekarang aku pun sadari semua hanya mimpiku
Yang berkhayallah 'kan bisa bersamamu

Dihampiri seribu ragu
Hanya membisu
Hu-uu-uu

Dihampiri seribu ragu
Hanya membisu
Hu-uu-uu

Ku berkhayal"
7983,Quizas - Remix,4YFoQUkj0XXJgTiHp8d61y,Tony Dize|Ken-Y|Marioso,3LKXWvXFWrkwUzJWxzwVpW|4DYFVNKZ1uixa6SQTvzQwJ|3vK6vMiSDE0xwZXm1Z2bRz,Los Vaqueros Wild Wild Mixes,0lSruNExlVqHp7Ox1xpWgu,71,4:00,0,2007-01-01,compilation,USUM70740483,759,0.787,0.679,9.0,-4.913,1.0,0.0658,0.416,0.0,0.15,0.875,89.988,240200.0,4.0,4607484,66.0,"[""reggaeton""]",Latin,"Buscando donde no hay nada
Ya no quiero discutir
¿Para qué seguir?
Tratando con la ilusión
De que un día me quieras
Como yo quiero, pero soy un juego

Tú en mí buscas venganza
Yo en ti busco un sueño
Dime entonces, ¿qué hacemos?

Quizás amaste a quien no debiste amar
Tomaste una decisión fatal
Te lastimaron y eso te hizo mal
Yo lo tuve que pagar

Quizás él te engañó
Y no te amo de verdad
Fue una aventura, juego y nada más
Nunca te dieron la oportunidad
Yo lo tuve que pagar

Tú creyendo que me quieres
Yo queriéndote creer
Supo a verdad lo que sentimos
Aunque en el corazón no lo quisimos
¡Qué bien nos mentimos!
Y del amor nadie se salva
¿Por qué engañarnos así?
¿Cómo obligarte a que me quieras?

Quizás amaste a quien no debiste amar
Tomaste una decisión fatal
Te lastimaron y eso te hizo mal
Yo lo tuve que pagar
Quizás él te engañó
No te amo de verdad
Fue una aventura, juego y nada más
Nunca te dieron la oportunidad
Yo lo tuve que pagar

Sentí necesidad, cansado estaba ya
La pena más amarga me envolvió
Quise saber llorar
Busqué la más fatal, hasta pensé en matar
El día en que más la quise me dejó
Perdí mi felicidad

Dicen que es cosa de tontos enamorarse
Tener sentimientos
Amar hoy solo es cosa de un beso
Ya nadie se promete más allá del tiempo
Nadie cree en lo eterno
Mi amor, pero no por eso
No tuvimos que ser igual

Quizás amaste a quien no debiste amar
Tomaste una decisión fatal
Te lastimaron y eso te hizo mal
Yo lo tuve que pagar
Quizás él te engañó
No te amo de verdad
Fue una aventura, juego y nada más
Nunca te dieron la oportunidad
Yo lo tuve que pagar
Buscando donde no hay nada
Ya no quiero discutir
¿Para qué seguir?
Tratando con la ilusión
De que un día me quieras
Como yo quiero, pero soy un juego

Tú en mí buscas venganza
Yo en ti busco un sueño
Dime entonces, ¿qué hacemos?

- Dile que se acerca la melodía de la calle
- Estos son ""Los Vaqueros""
- WY Records"
7984,El Comerciante,56YZft0whsresPdufFqwwS,Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,Sigue La Magia Dando,0QUDmu7pfqsOPgc3kGULkZ,71,4:05,0,2020-04-10,album,USDXS2005651,2,0.83,0.743,10.0,-4.643,1.0,0.0386,0.351,0.0,0.11,0.837,105.0,245376.0,3.0,6417002,78.0,"[""banda"", ""corrido"", ""corridos b\u00e9licos"", ""corridos tumbados"", ""dembow belico"", ""electro corridos"", ""m\u00fasica mexicana"", ""norte\u00f1o"", ""sad sierre\u00f1o"", ""sierre\u00f1o""]","Latin, Traditional Music","Dice pues, más o menos así ""el comerciante""
Algo inédito de la Marca Registrada
Para ustedes, hoy con tololoche
¡Ahora sí!

Bien vestido se mira el muchacho
Tiene finta de universitario
Logo Tim, marca de su calzado
Carolina Herrera, perfumado

16 años, yo comenzaba
Con el Pinces, la mota rolaba
Se movía y feria nos dejaba
Buenos tiempos, pues todo se acaba

Los 18, pa'l norte brincaba
Cumplía el sueño de brincar la raya
Por supuesto que lo aprovechaba
Me gustaron los cueros de rana

En San Diego es donde yo vivo
Chula Vista radico seguido
Culiacán también mucho visitó
Me paseo me doy mis gustitos

De mesero fui
De mota moví
Hoy todo cambió
Nueva dirección

Soy un comerciante, no soy traficante
Los mejores autos ahí podrán comprarme
Radicó por Otay
Por si gustan saludarme

Al tiro con el de la gorrita
De los Dodgers, puro pa' adelita
No le afloje, vamos pa' la cima
Con esfuerzo el éxito brinca

Tal vez muchos me miren chavalo
Pues la neta ya estoy correteado
Muchas cosas las hemos pasado
Y aquí sigo la vida gozando

Buenos gustos para la tomada
Me gusta la Marca Registrada
Y unas cervecitas bien heladas
Que no me falten los camaradas

Aquí seguiré
No le aflojaré
Bueno pa' vender
Pues ya me la sé

No se les olvide que no soy malandro
Estoy a la orden si quieren un auto
Seguiré por Otay
El negocio está esperando

El comerciante, pues
Primera vez que la tocamos
Es para ustedes, se las mandamos"
7985,FWTIA,49Nl81fFdiJEVLhhhaDLqC,Sicario|Beyond,6x0pz3N2n51qG75kjMR4uV|7KcIok6StqYSedgtjmtsqP,FWTIA,1fB4wEiDkqDdJaTrKnNRKp,71,3:06,0,2025-01-13,single,GRPA12500005,2,0.745,0.638,2.0,-6.407,0.0,0.12,0.228,0.0,0.0869,0.539,97.855,186122.0,4.0,209958,64.5,"[""la\u00efko"", ""trap""]",Hip Hop,"Τρεις το πρωί
Και εγώ βάζω άλλο ένα να πιω
Θα το πιω στην υγειά σου
Το μόνο που άφησες
Είναι στα ρούχα μου το άρωμα σου
Δεν θέλω να ξημερώσει
Μακριά απ' την αγκαλιά σου
Τα σ' αγαπώ όλα δικά σου
Θεέ μου θεέ μου που έμπλεξα
Εγώ μια νύχτα έπαιξα
Και τώρα μου ‘χει βάλει φωτιά
Δεν το πολυανέλυσα
Το σουτιέν της έλυσα
Στο σπίτι baby dance with the stars
Έξω ξημερώνει
Και πάνω μου τελειώνει
Με τα φώτα ανοιχτά
Έχεις βάλει φωτιά
Στο ποτήρι και στην καρδιά μου
Κερνάω την γειτονιά
Όλα τα σ' αγαπώ δικά σου
Και αν δεν φτάνουν αυτά
Πάντα να ‘ναι καλά η μαμά σου
Που ‘βγάλε τέτοια ομορφιά
Κάτω απ' το σπίτι σου πετάω βεγγαλικά
Έχεις βάλει φωτιά
Στο ποτήρι και στην καρδιά μου
Κερνάω την γειτονιά
Όλα τα σ' αγαπώ δικά σου
Και αν δεν φτάνουν αυτά
Πάντα να ‘ναι καλά η μαμά σου
Που ‘βγάλε τέτοια ομορφιά
Κάτω απ' το σπίτι σου πετάω βεγγαλικά
Άλλη μια φορά πάμε πιο σιγά
Θέλει να ηρεμήσει
Πέφτει χαμηλά μα κοιτάει ψηλά
Λίγο πριν αρχίσει
Αναρωτιέμαι τέτοια κόλπα
Που τα ‘μαθες αυτά
Μετά ξεχνιέμαι δεν κρατιέμαι
Θέλω να με κοιτάς πονηρά
Πονηρά χαμογελάς
Μεθάς πάνω στο κορμί μου
Σαν κολάζ μαζεύεις τους άντρες
Δεν κολλάς μα
Μα εγώ δεν είμαι αυτοί
Και αυτοί δεν είναι εγώ
Baby φωνάζει Sicario
Λέει ότι μ' αρέσεις πιο πολύ γυμνή baby
Έχεις βάλει φωτιά
Στο ποτήρι και στην καρδιά μου
Κερνάω την γειτονιά
Όλα τα σ' αγαπώ δικά σου
Και αν δεν φτάνουν αυτά
Πάντα να ‘ναι καλά η μαμά σου
Που ‘βγάλε τέτοια ομορφιά
Κάτω απ' το σπίτι σου πετάω βεγγαλικά
Έχεις βάλει φωτιά
Στο ποτήρι και στην καρδιά μου
Κερνάω την γειτονιά
Όλα τα σ' αγαπώ δικά σου
Και αν δεν φτάνουν αυτά
Πάντα να ‘ναι καλά η μαμά σου
Που ‘βγάλε τέτοια ομορφιά
Κάτω απ' το σπίτι σου πετάω βεγγαλικά"
7986,Beni Hatırla,4mwKj8jNSq8eTp3ylpcBAE,Nazan Öncel,4li4dx5mFgZlMVeHlARBHP,Yan Yana Fotoğraf Çektirelim,1oZlJEOEkBGW5XxiXKTfdm,71,5:12,0,2003-09-24,album,FR6V82088801,3,0.69,0.626,10.0,-8.398,0.0,0.0496,0.538,3.53e-05,0.164,0.608,84.011,312000.0,4.0,845017,60.0,"[""arabesk"", ""turkish pop""]","Pop, Traditional Music","Resimlere bak
Mektubumla avun
Şarkılar tut

Kendinden vazgeç
Yastığına sarıl
Korkular tut

Dağılsın kalbin
Öl hatta orda
Lanetler yağdır
Beni hatırla

Her telefona sen çık
Her kapıya sen koş
Beni hatırla

Sen bir yerlerde
Ben bir şehirde
Akşam olunca
Beni hatırla

Mektupları yak
Şarkılara küs
Hasretler giy

Kendinden vazgeç
Yastığına sarıl
Korkular tut

Dağılsın kalbin
Öl hatta orda
Lanetler yağdır
Beni hatırla

Her telefona sen çık
Her kapıya sen koş
Beni hatırla

Sen bir yerlerde
Ben bir şehirde
Akşam olunca
Beni hatırla

Her telefona sen çık
Her kapıya sen koş
Beni hatırla

Sen bir yerlerde
Ben bir şehirde
Akşam olunca
Beni hatırla"
7987,"Young, Wild & Free (feat. Bruno Mars)",3FNy4yzOhHhFBeA5p4ofoq,Snoop Dogg|Wiz Khalifa|Bruno Mars,7hJcb9fa4alzcOq3EaNPoG|137W8MRPWKqSmrBGDBFSop|0du5cEVh5yTK9QJze8zA0C,"Young, Wild & Free (feat. Bruno Mars)",1LMcmxhxL1g2GXj0X3w3sQ,71,3:27,0,2011-10-21,single,USAT21102233,7,0.553,0.652,0.0,-6.685,1.0,0.206,0.0897,0.0,0.111,0.551,94.505,207347.0,4.0,105701998,86.0,"[""g-funk"", ""gangster rap"", ""hip hop"", ""old school hip hop"", ""rap"", ""west coast hip hop""]","Hip Hop, Pop, R&B","Is this the thing on? Word

So what we get drunk?
So what we don't sleep
We're just having fun
We don't care who sees
So what we go out? (ai let me get a lighter)
That's how its supposed to be
Living young and wild and free (keep that in the air)

Uh, uh-uh
So what I keep 'em rolled up
Saggin' my pants, not caring what I show
Keep it real, if you don't know me
Keep it player with my bro's
And look clean don't it?
Washed it the other day, watch how you lean on it
Give me some 501's jeans on and
Roll up bigger than King Kong's fingers
And burnin' things down 'til they stingers
You a class clown and if I skip for the day
I'm with you chick smokin' grade A
Yeah, uh you know what?
It's like I'm 17 again
Peach fuzz on my face
Lookin', on the case
Tryna find a hella taste
Oh my God, I'm on the chase
Chevy, it's gettin' kinda heavy, relevant, sellin' it
Dippin' away, time keep slippin' away
Zip in the safe, flippin' for pay
Tippin' like I'm drippin' in paint
Up front four blunts, like ""Khalifa put the w- in a -""

So what we get drunk?
So what we don't sleep
We're just having fun
We don't care who sees
So what we go out?
That's how its supposed to be
Living young and wild and free

Uh, and now I don't even care
'Cause it's me and my team and here's gonna be some green in the air
Tell 'em Mac
Blowin' everywhere we going and now you know one when I step right up
Get my lighter so I can light up
That's how it should be done
Soon as you thinkin' you're down
Find out how to turn things around, now things are looking up
From the ground up, pound up, this Taylor Gang
So turn my sound up and mount up and do my thang
Now I'm chillin', fresh outta class, feelin'
Like I'm on my own and I could probably own a building
Got my own car, no job, no children
Had a science project, me and Mac killed it
T-H-C, M-A-C, D-E-V, H-D-3, h- as me

This is us, we gon' fuss
And we gon' fight and we gon' roll
And live off life

So what we get drunk?
So what we don't sleep
We're just having fun
We don't care who sees
So what we go out?
That's how its supposed to be
Living young and wild and free

Yeah, roll one, smoke one
When you live like this, you're supposed to party
Roll one, smoke one, and we all just having fun
So we just, roll one, smoke one
When you live like this, you're supposed to party
Roll one, smoke one, and we all just having fun

So what we get drunk?
So what we don't sleep
We're just having fun
And we don't care who sees
So what we go out?
That's how its supposed to be
Living young and wild and free

So what?
Fun
And we don't care who sees
(We don't care who sees)
That's how its supposed to be
Living young and wild and free"
7988,Up Down (Do This All Day) (feat. B.o.B),6lbhWl34Il0WXm5pX1fM9E,T-Pain|B.o.B,3aQeKQSyrW4qWr35idm0cy|5ndkK3dpZLKtBklKjxNQwT,Happy Hour: The Greatest Hits,184XWylq7ZF0Hn7da4Tr6W,71,3:51,1,2014,compilation,USRC11301140,2,0.778,0.498,5.0,-6.846,0.0,0.0562,0.256,0.0,0.295,0.464,96.995,231093.0,4.0,8335929,78.5,"['pop rap', 'gangster rap', 'dance pop', 'rap', 'urban contemporary', 'hip hop', 'trap', 'southern hip hop', 'atl hip hop', 'r&b']","Hip Hop, Pop, R&B","Uhh, uhh, uhh
Mustard on da beat
I ain't even know it (even know it)
Even know it (know it)
Teddy call you to the stage
Then you seen a nigga throw it (nigga throw it)
Th-throw it (throw it)
Throwing that ass for days
Booty going Up Down
I ain't got no problem spending all of my money
Trying to see what's up now
I can do this all day like it ain't nothing
Black car, party in the back yard,
Shorty got the black bra showing (black bra showing)
Tatted up, ass fat enough
She a bad bitch and she already know it (Yeah she know it)
Yeah she know it, Yeah yeah she know it (Yeah she know it)
She a bad bitch and she already know it (Yeah she know it)
Yeah she know it, Yeah yeah she know it (Yeah she know it)
She gon' make me spend some money on it (Yeah she know it)
Whole bank account and I'll blow it
Go do a show then
Bring some more in
Pockets bigger than a Samoan
I'm at the stage every time shorty go in
Shorty go in, shorty shorty go in
Booty hit the floor then,
Slow motion
I'm so gone off Patron
I don't know how I'm getting home later on like
I ain't even know it (even know it)
Even know it (know it)
Teddy call you to the stage
Then you seen a nigga throw it (nigga throw it)
Th-throw it (throw it)
Throwing that ass for days
Booty going Up Down
I ain't got no problem spending all of my money
Trying to see what's up now
I can do this all day like it ain't nothing
Shorty thick, thicker than a snicker
Every time she do it it's for me and my niggas
And her friend do it with her
She don't even like girls
But a stack will make her kiss her (Go on kiss her)
Go on kiss her, go on go on kiss her (Go on kiss her)
She don't even like girls
But a stack will make her kiss her (Go on kiss her)
Go on kiss her, go on go on kiss her (Go on kiss her)
She keep fucking around I'll launch this missile
She make it drop then jiggle
Put on a show then
Bring that dough in
Booty bigger than a Samoan
I'm at the stage every time shorty go in
Shorty go in, shorty shorty go in
Booty hit the floor then,
Slow motion
I'm so gone off Patron
I don't know how I'm getting home later on like
I ain't even know it (even know it)
Even know it (know it)
Teddy call you to the stage
Then you seen a nigga throw it (nigga throw it)
Th-throw it (throw it)
Throwing that ass for days
Booty going Up Down
I ain't got no problem spending all of my money
Trying to see what's up now
I can do this all day like it ain't nothing
And you know it
Look at how she throw it
If it get any bigger baby girl gon' have to tow it, tow it
Sitting on them M's like Floyd but
She lied to you if she said I paid for it
Nigga 99 broads, 99 broads
Panoramic view from the 99th floor
I'm like My Lord
When she down on all fours
Got a hood bitch with me,
She ain't scared of taking charge
Well I ain't buying a car
You ain't know what you saw
She adjusted them broads
And lightened up a cigar
They was writing me off
Now I arrived like a star
I just sit back and laugh at the irony of it all
Let them bands go, let them bands go
Watch a nigga
Throw a grand or so
On that cameltoe
And be like 'Damn boy, why you cuffing that ho?'
The whole team smashed her and you ain't even know
I ain't even know it (even know it)
Even know it (know it)
Teddy call you to the stage
Then you seen a nigga throw it (nigga throw it)
Th-throw it (throw it)
Throwing that ass for days
Booty going Up Down
I ain't got no problem spending all of my money
Trying to see what's up now
I can do this all day like it ain't nothing
I ain't even know it (even know it)
Even know it (know it)
Teddy call you to the stage
Then you seen a nigga throw it (nigga throw it)
Th-throw it (throw it)
Throwing that ass for days
Booty going Up Down
I ain't got no problem spending all of my money
Trying to see what's up now
I can do this all day like it ain't nothing"
7989,Two Princes,0cuq829zRNq4AEdmDJA4aw,Spin Doctors,2PSiyldxmJze7xiqbz658m,Pocket Full Of Kryptonite (Anniversary Edition),3jx5C8Z66FwdjNkqsSDBQh,71,4:16,0,1991,album,USSM19000350,140,0.544,0.905,7.0,-10.732,1.0,0.0646,0.00165,1.97e-06,0.0532,0.825,103.594,256947.0,4.0,773164,60.0,"['pop rock', 'post-grunge']",Rock,"One, two princes kneel before you
That what I said now
Princes, princes who adore you
Just go ahead now
One has diamonds in his pockets
That's some bread, now
This one said he wants to buy you rockets
Ain't in his head, now

This one he got a princely racket
That's what I said now
Got some big seal upon his jacket
Ain't in his head now
You marry him, your father will condone you
How 'bout that now
You marry me, your father will disown you
He'll eat his hat, now

Marry him, marry me
I'm the one that loved you baby can't you see?
Ain't got no future or family tree
But I know what a prince and lover ought to be
I know what a prince and lover ought be

Said if you want to call me baby
Just go ahead now
And if you like to tell me maybe
Just go ahead now
And if you wanted to buy me flowers
Just go ahead now
And if you like to talk for hours
Just go ahead now

Said one, two princes kneel before you
That what I said now
Princes, princes who adore you
Just go ahead now
One has diamonds in his pockets
That's some bread, now
This one said he wants to buy you rockets
Ain't in his head, now

Marry him
Marry me
I'm the one that loved you baby can't you see?
Ain't got no future or family tree
But I know what a prince and lover ought to be
I know what a prince and lover ought be

Said if you want to call me baby
Just go ahead now
And if you like to tell me maybe
Just go ahead now
And if you wanted to buy me flowers
Just go ahead now
And if you like to talk for hours
Just go ahead now

And if you want to call me baby
Just go ahead now
And if you like to tell me maybe
Just go ahead now
And if you like to buy me flowers
Just go ahead now
And if you like to talk for hours
Just go ahead now

If you want to call me baby
Just go ahead now
And if you like to tell me maybe
Just go ahead now
If you want to buy me flowers
Just go ahead now
And if you like to talk for hours
Just go ahead now

Oh Baby!
Just go ahead now
Oooh!
Just just go ahead now
Oooh, your majesty!
Just go ahead now
Come on forget the King who... marry me! (just go ahead now)
Come on, come on, come on (just go ahead now)
Go ahead now
Just go ahead now
If you want to buy me flowers
Go ahead now"
7990,Iris,4t9vB7wIKWE5jIhjcztmmd,Pastel Ghost,06O23tLg0or676h8EEzH7W,Ethereality,3sy3jRg8KrsGYNAuHPQnqk,71,3:38,0,2018-10-05,album,QM6XS1807314,2,0.534,0.855,8.0,-7.578,0.0,0.0342,0.00043,0.893,0.0996,0.601,117.987,218384.0,4.0,973915,65.0,"[""darkwave"", ""witch house""]",Electronic,"I'd like to know you
But I don't want to
Scared of revealing
The image is peeling

I've tried to fight this
But you are my weakness
This world is restricting
You mean everything

(Dreaming about you)

I see you so clearly
I want you completely
I'd do anything
To have you near me

Forget the future
Can we get closer
Pull back your eyelids
I'm lost in your iris

(Dreaming about you)"
7991,Sleep Deprivation,2A1FGotEDhN5UjBiLsUwnk,Chance Peña,4lhUHpVOXmkEBGGHV71QCh,Sleep Deprivation,59ISpDbHu7goYQimMo9oZp,71,2:35,0,2022-04-01,single,QZES72216575,2,0.588,0.412,2.0,-10.669,1.0,0.0613,0.152,0.0,0.134,0.302,133.815,155660.0,4.0,606022,72.0,['singer-songwriter pop'],Pop,"Sleep deprivations got me at my heels
This year taught me how it feels to be lost and ambitious
I've been on a mission, I won't stop 'til I'm done
I toss and turn almost every night
I pray to God I'm doing right by all my family's wishes
Lord knows I'm missing the love outshines the sun

So when I break down and list all the reasons
I'm here and I'm still breathing, oh, I'm hanging on
Try to break ground and wait for tomorrow
I'll find the way through the sorrow, I
One day at a time, ooh-ooh-ooh

I see the world outside my door
Constant reminder, there's so much more than what I'm seeing
That thought is freeing but shakes me to the core
Settle down, settle down, get back
It's bad when it hits me in my heart like that
I know I'm exactly where I need to be
So I'm out for some clarity

So when I break down and list all the reasons
I'm here and I'm still breathing, oh, I'm hanging on
Try to break ground and wait for tomorrow
I'll find the way through the sorrow, I
One day at a time
One day at a time
One day at a time, ooh-ooh-ooh"
