,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
3325,1QHqRD65S2q7STSmrxTU3Y,Kid Rock,Feeling Good,All Summer Long,0,297586,FALSE,0.701,0.865,7,-3.629,1,0.0283,0.0212,0,0.0956,0.88,102.998,4,alternative
3326,1MWApXQMyidjiXB7w19fXH,Kid Rock;Sheryl Crow;Bob Seger,Country Road Songs,Collide,0,288773,FALSE,0.433,0.732,9,-4.197,1,0.0316,0.0375,2.53E-06,0.0692,0.592,199.943,4,alternative
3327,4sO7A5yF6SfqiHeINS61DE,Yeah Yeah Yeahs;A-Trak,Halloween Party 2022,Heads Will Roll - A-Trak Remix,0,383893,FALSE,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4,alternative
3328,42Jkqzhm5Y7ab7f1d22GTq,Andrés Calamaro;Sebastian Yatra;Leiva;Ivan Ferreiro,Pañuelos al viento,Paloma,2,285024,FALSE,0.727,0.382,9,-9.145,1,0.0314,0.809,0,0.0998,0.828,115.003,4,alternative
3329,4w50X1lyc0QOO6AGcfVJyI,Kid Rock;Sheryl Crow;Bob Seger,Country Car Hits,Collide,1,288773,FALSE,0.433,0.732,9,-4.197,1,0.0316,0.0375,2.53E-06,0.0692,0.592,199.943,4,alternative
3330,12AJRjW79qbZktCDpMifs5,Andrés Calamaro;Alejandro Sanz,Pañuelos al viento,Flaca,0,226858,FALSE,0.739,0.48,5,-10.82,1,0.0263,0.718,0.00292,0.0768,0.758,105.029,4,alternative
3331,7D9CMVj8TeaozjxYCIE5oF,Counting Crows,Обратно в клас - rock,Mr. Jones,0,272733,FALSE,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09E-06,0.182,0.73,141.612,4,alternative
3332,5cfct39EqJAkG0cqRaARz1,grandson,Alternative Rock Mixtape,Blood // Water,0,214520,FALSE,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,alternative
3333,1lYHv3SEkE6wKfZRe0HMOG,Counting Crows,Christmas Songs 2022,A Long December,1,297293,FALSE,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,alternative
3334,04bNiW1CiMHWM0kSDvbLzp,grandson,All Out Alternative,Blood // Water,0,214520,FALSE,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,alternative
3335,2mLYjGJ1Fl4qNept7opf7Y,Counting Crows,Rock Workout 2023,Mr. Jones,1,272733,FALSE,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09E-06,0.182,0.73,141.612,4,alternative
3336,6lVtX3nLHyWZP7aqU9HuVW,Yeah Yeah Yeahs,Halloween 2022,Heads Will Roll,0,221000,FALSE,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.013,4,alternative
3337,6JN0cjFT0zDRYxzqcKrvwf,Soundgarden,Hits Pop Rock 90's,Spoonman,0,246920,FALSE,0.258,0.904,0,-5.625,1,0.0386,2.20E-05,0.218,0.255,0.832,186.054,3,alternative
3338,0QBrw0zGpCa8gKIJd2KDGo,Counting Crows,Del gusto de mamá,Mr. Jones,0,272733,FALSE,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09E-06,0.182,0.73,141.612,4,alternative
3339,2vGDTOtslhkco6LVFfdEI2,Soundgarden,Rock & Halloween,Black Hole Sun,0,318586,FALSE,0.351,0.827,6,-5.351,1,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4,alternative
3340,0txb2qyDV7sVBLv2KvtbW2,Andrés Calamaro;Julio Iglesias,Música para casa,Bohemio,0,208004,FALSE,0.784,0.461,4,-9.546,0,0.0314,0.662,5.90E-05,0.107,0.733,102.165,4,alternative
3341,4R7cuj0TvkNxURIAKReRh9,Andrés Calamaro,Música para casa,Transito Lento,0,194080,FALSE,0.704,0.533,9,-6.94,0,0.0315,0.587,1.64E-05,0.254,0.695,94.056,4,alternative
3342,5zGtItgkDE0pUB1WbSe3Po,Andrés Calamaro;Vicentico,Pañuelos al viento,Tuyo Siempre,1,171978,FALSE,0.706,0.525,4,-8.879,0,0.0298,0.682,9.34E-05,0.175,0.73,89.945,4,alternative
3343,7KPwpv8wlkkaNRd4LLoQT9,Soundgarden,Hits Pop Rock 90's,Black Hole Sun,1,318586,FALSE,0.351,0.827,6,-5.351,1,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4,alternative
3344,3y4AS6cTOQBTnEsTbOUtIg,Andrés Calamaro;Juanes;Niño Josele,Música para casa,Enganchate Conmigo,0,225616,FALSE,0.682,0.646,4,-9.274,0,0.0667,0.576,2.13E-05,0.0978,0.785,87.891,4,alternative
3345,5m3GmwLuZSP00IzHdxsDIV,Andrés Calamaro,Música para casa,Cuarteles De Invierno,0,212440,FALSE,0.488,0.627,9,-7.266,0,0.0295,0.429,0.000133,0.114,0.482,78.979,4,alternative
3346,61WUErnrzgOMPuTgXqtNA9,Andrés Calamaro,Música para casa,Diego Armando Canciones,0,213946,FALSE,0.32,0.515,2,-8.018,1,0.0412,0.373,1.74E-06,0.089,0.568,78.021,4,alternative
3347,3sdokgCYFdz24u6vohprY4,Andrés Calamaro;Carlos Vives,Pañuelos al viento,Algún Lugar Encontraré,0,254955,FALSE,0.694,0.52,9,-8.758,1,0.0245,0.412,1.26E-06,0.137,0.52,108.06,4,alternative
3348,5B726JjKRgY2wdm366ItDP,Andrés Calamaro,Rock x siempre,Miro Por La Ventana - Remastered 2017,0,177413,FALSE,0.554,0.757,11,-8.653,0,0.0705,0.00543,0.0541,0.258,0.907,148.27,4,alternative
3349,69z5PKKbmZqcS4l86UhPpR,Andrés Calamaro,Rock x siempre,Otro Amor En Avellaneda - Remastered 2017,0,144066,FALSE,0.637,0.572,11,-6.913,0,0.107,0.113,0,0.0645,0.615,138.177,4,alternative
3350,7JIIY2oDPFkURYMCLJuzhe,Dominic Fike;Zendaya,"Elliot's Song (From ""Euphoria"" An HBO Original Series)","Elliot's Song - From ""Euphoria"" An HBO Original Series",70,150320,FALSE,0.394,0.327,4,-14.291,1,0.114,0.849,0,0.125,0.411,93.358,4,alternative
3351,0L7lTy1aRn1TYYCTazcO5j,The Seige,Run for Your Life,Run for Your Life,55,180137,TRUE,0.714,0.905,4,-5.137,0,0.245,0.0921,0.00149,0.0863,0.362,118.119,4,alternative
3352,2DtPEKs3Pj7E06EoWW4vw8,Poets of the Fall,Carnival of Rust,Carnival of Rust,56,262946,FALSE,0.492,0.59,5,-4.593,0,0.0239,0.225,2.79E-05,0.0973,0.124,91.018,4,alternative
3353,5ruzrDWcT0vuJIOMW7gMnW,The Strokes,The New Abnormal,The Adults Are Talking,79,309053,FALSE,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4,alternative
3354,2iUmqdfGZcHIhS3b9E9EWq,Neon Trees,Picture Show,Everybody Talks,80,177280,FALSE,0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,4,alternative
3355,3KhwEuqLNjHfsKaBDo1yVh,Shinsei Kamattechan,Boku no Sensou,Boku no Sensou,66,280466,FALSE,0.473,0.936,2,-4.877,1,0.0704,0.00916,0.0422,0.31,0.416,144.014,4,alternative
3356,6y0VIRo9CyIIHBdlPklTl0,Bella Poarch,Dolls EP,Villain,68,145386,FALSE,0.745,0.636,11,-4.7,0,0.0448,0.0794,6.74E-05,0.107,0.834,108.955,4,alternative
3357,1wybXxUeY5yj4Zi7d6jAaW,Willyecho,Welcome to the Fire,Welcome to the Fire,52,202250,FALSE,0.597,0.522,2,-5.683,0,0.0331,0.297,0,0.0854,0.334,119.792,4,alternative
3358,42T2QQv3xgBlpQxaSP7lnK,Creed,Weathered,One Last Breath,72,238240,FALSE,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,4,alternative
3359,4CbKVDZkYKdv69I4bCaKUq,Skillet,Awake,Hero,72,186813,FALSE,0.533,0.967,1,-2.543,1,0.0995,0.00791,0,0.336,0.782,142.018,4,alternative
3360,6fmqJtTa7PQlbus7JLG8TY,Bella Poarch,Pop Hits Now,Living Hell,0,174002,FALSE,0.729,0.551,0,-6.935,0,0.056,0.598,0,0.176,0.312,124.044,4,alternative
3361,3i23rEGRGITyx1LnjQ0ng4,Bella Poarch,Daily Pop Mix,Living Hell,0,174002,FALSE,0.729,0.551,0,-6.935,0,0.056,0.598,0,0.176,0.312,124.044,4,alternative
3362,3dxiWIBVJRlqh9xk144rf4,Linkin Park,Meteora (Bonus Edition),Breaking the Habit,71,196906,FALSE,0.579,0.849,4,-5.218,0,0.0303,0.108,0,0.0909,0.581,100.021,4,alternative
3363,1Vej0qeQ3ioKwpI6FUbRv1,Linkin Park,Hybrid Theory (Bonus Edition),Papercut,75,184866,FALSE,0.524,0.939,9,-3.994,1,0.113,0.00022,0,0.623,0.661,150.184,4,alternative
3364,1coB4xdhsMLxZafnM9Gwjt,Crystal Castles,Pop & Halloween,Transgender,4,184760,FALSE,0.522,0.914,7,-8.285,1,0.0379,0.000164,0.846,0.24,0.0364,137.954,3,alternative
3365,7qS6cgQmdUDSy8Y7ZtfjYZ,Bella Poarch,New Pop Icons,Build a Bitch,0,122772,TRUE,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77E-05,0.347,0.866,102.931,4,alternative
3366,0Aqh9as9BCV339QC3LTSN2,Bella Poarch,Baddest of Them All,Build a Bitch,0,122772,TRUE,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77E-05,0.347,0.866,102.931,4,alternative
3367,11LmqTE2naFULdEP94AUBa,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Heart-Shaped Box,79,281160,FALSE,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4,alternative
3368,0fxpHpK3aw2nFWII6yveDD,Matt Redman,"10,000 Reasons (Live)","10,000 Reasons (Bless The Lord) - Live",66,342493,FALSE,0.431,0.485,7,-8.085,1,0.0274,0.452,0,0.544,0.367,145.22,4,alternative
3369,58h6KRFgwbAKvWE11fxqY0,Bella Poarch,Pop Brandneu,Living Hell,0,174002,FALSE,0.729,0.551,0,-6.935,0,0.056,0.598,0,0.176,0.312,124.044,4,alternative
3370,7Kak0BMKEWWKjJIL8K7LvD,Bella Poarch,New Pop Classics,Living Hell,1,174002,FALSE,0.729,0.551,0,-6.935,0,0.056,0.598,0,0.176,0.312,124.044,4,alternative
3371,3DilPDfUXQ9oq7Oe24HuV8,Bella Poarch,Beautiful Trending Hits 2022,Living Hell,0,174002,FALSE,0.729,0.551,0,-6.935,0,0.056,0.598,0,0.176,0.312,124.044,4,alternative
3372,1peoY67DcWdCsNoOzF9ffU,Crystal Castles,Pop & Halloween,Kerosene,6,192000,FALSE,0.52,0.545,8,-9.368,1,0.0768,0.0827,0,0.133,0.0856,115.882,4,alternative
3373,6yC6LOELouHw65S50uUm00,Bella Poarch,It's You - Fresh Hits,Living Hell,1,174002,FALSE,0.729,0.551,0,-6.935,0,0.056,0.598,0,0.176,0.312,124.044,4,alternative
3374,4XII12nbsvJblXfG1I2QR4,MARINA,About Love (From The Netflix Film “To All The Boys: P.S. I Still Love You”),About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,59,214106,FALSE,0.636,0.758,0,-5.567,1,0.0427,0.331,1.01E-05,0.16,0.281,97.025,4,alternative
3375,173gsSRonSzADDvOtRvMgJ,Bella Poarch,Hits à suivre 2022,Dolls,0,132793,FALSE,0.841,0.698,4,-6.588,0,0.261,0.211,0,0.203,0.372,118.018,4,alternative
3376,3CrsuTJomWZmeXIvKhV45l,The Score,Carry On,Stronger,66,190048,FALSE,0.563,0.678,2,-4.717,0,0.0392,0.0228,0,0.342,0.134,127.883,4,alternative
3377,1QiApmpVZXNlTLJqZENYfq,Bella Poarch,Am I Ready - Pop Night Out,Dolls,0,132793,FALSE,0.841,0.698,4,-6.588,0,0.261,0.211,0,0.203,0.372,118.018,4,alternative
3378,6sOJPD0swoF50sYzHnampc,Bella Poarch,"#Multiverse, If the Multiverse Is Real",Living Hell,0,174002,FALSE,0.729,0.551,0,-6.935,0,0.056,0.598,0,0.176,0.312,124.044,4,alternative
3379,38mgAanVMjpyI5SKwzatgC,Bella Poarch,All That Really Matters - Just Hits,Living Hell,2,174002,FALSE,0.729,0.551,0,-6.935,0,0.056,0.598,0,0.176,0.312,124.044,4,alternative
3380,0Rv8J2jCczm7nxMurGBIcG,Godsmack,Halloween Spooky Party 2022,Vampires,0,227240,FALSE,0.486,0.843,7,-6.085,1,0.0635,7.21E-05,0.682,0.0709,0.412,90.016,4,alternative
3381,0jpH3aJTsu8PNTHO5TzWPv,KALEO,La Fine dell'Estate,Way Down We Go,0,213706,FALSE,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alternative
3382,6ngu6sBaJMM05mAVATApZJ,KALEO,Feeling Good - Adult Pop Favorites,Save Yourself,0,273880,FALSE,0.534,0.338,0,-8.608,0,0.0346,0.515,9.26E-06,0.124,0.111,120.399,4,alternative
3383,5IL61OxHy3t9W42qZOnw3m,KALEO,All Bops,Automobile,1,186906,FALSE,0.692,0.553,2,-6.164,1,0.0389,0.596,3.01E-05,0.305,0.356,125.903,4,alternative
3384,0kz60VCKOQrGfv7fpHqwyf,Young the Giant,All Out Alternative,Cough Syrup,0,249520,FALSE,0.533,0.721,11,-7.309,0,0.0417,0.0338,6.24E-06,0.115,0.225,128.972,3,alternative
3385,6fz1H1xvH7uUycVKUVUHwb,Creed,Fishing Music,One Last Breath,1,239373,FALSE,0.38,0.72,2,-5.766,1,0.0356,0.00899,0.00147,0.221,0.172,129.982,4,alternative
3386,6X3kcyCvy2stFdKuYP55Co,Godsmack,Halloween Metal Nights,Cryin' Like A Bitch!!,1,201666,TRUE,0.548,0.808,10,-5.484,1,0.0398,7.19E-05,0.00341,0.114,0.475,95.207,4,alternative
3387,6RDHOZtqz8iB6xzii7qaey,Ice Nine Kills,Halloween Songs | Witches Hour,Stabbing In The Dark,1,276866,TRUE,0.333,0.943,10,-4.184,0,0.149,0.00123,0,0.0609,0.292,164.979,4,alternative
3388,2Mes3Ubeld6px0kvYRAra3,Ice Nine Kills,Halloween 2022,Stabbing In The Dark,0,276866,TRUE,0.333,0.943,10,-4.184,0,0.149,0.00123,0,0.0609,0.292,164.979,4,alternative
3389,5llJJM8CQpZhfUBwrJzp4c,Blur,Alternative Rock Mixtape,The Universal,1,238520,FALSE,0.32,0.546,9,-8.33,1,0.0278,0.181,1.98E-06,0.0928,0.263,163.824,3,alternative
3390,0cHFnnobCebrFG3PlfOkiR,Blur,Maintain Your Mojo,Song 2 - 2012 Remaster,0,121160,FALSE,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4,alternative
3391,6gRiwTlKLG2lHyu1M8Iwh6,Ice Nine Kills,Halloween Party 2022,Stabbing In The Dark,0,276866,TRUE,0.333,0.943,10,-4.184,0,0.149,0.00123,0,0.0609,0.292,164.979,4,alternative
3392,0b9e8puk2zpi4ioDPWg5yx,Ice Nine Kills,Release Your ANGER,A Rash Decision,0,211320,FALSE,0.487,0.933,11,-4.291,0,0.161,0.000135,0,0.185,0.467,95.58,4,alternative
3393,1NaHqvYJ48wdyQZMkNnUUr,Pantera,Metal,Walk,0,315120,TRUE,0.428,0.704,6,-8.018,0,0.0808,0.000156,0.00223,0.0933,0.703,116.898,4,alternative
3394,0BaVcB3Mn8QgGUdEi2yqCb,Stone Temple Pilots,Timeless Rock Hits,Plush,1,310346,FALSE,0.416,0.954,7,-3.157,0,0.0467,0.0021,0,0.177,0.498,144.724,4,alternative
3395,6FvZIDTCtmWC4KERBlLQ5f,Babasónicos,tardes tranqui,Como Eran Las Cosas,0,242520,FALSE,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43E-05,0.0904,0.569,95.004,4,alternative
3396,1f9jv3jIHqwZhVW7NMAgYN,Pantera,Groove Metal Roots & Branches,Mouth for War,1,236720,FALSE,0.361,0.97,8,-5.69,0,0.0837,6.58E-06,0.000162,0.039,0.561,156.96,4,alternative
3397,1CaXCVkxVz7GfrE2Ifbha4,Ice Nine Kills,Happy Haunted Halloween Tunes,Stabbing In The Dark,0,276866,TRUE,0.333,0.943,10,-4.184,0,0.149,0.00123,0,0.0609,0.292,164.979,4,alternative
3398,28b9AxJDN10waQFdU71ggu,Blur,All Out Alternative,Song 2 - 2012 Remaster,0,121160,FALSE,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4,alternative
3399,34kHexFdmug6nYZzkz3hc0,Babasónicos,noches de lluvia,Como Eran Las Cosas,0,242520,FALSE,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43E-05,0.0904,0.569,95.004,4,alternative
3400,0GO8y8jQk1PkHzS31d699N,Grouplove,Never Trust a Happy Song,Tongue Tied,79,218013,FALSE,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4,alternative
3401,7Hr1Ignop7cymbE3FbOtXa,Avenged Sevenfold,Nightmare,So Far Away,66,326813,FALSE,0.286,0.703,4,-4.491,0,0.0348,0.00847,7.39E-05,0.142,0.259,151.297,4,alternative
3402,3A0ITFj6kbb9CggwtPe55f,Little Simz,GREY Area,Venom,64,154749,TRUE,0.436,0.655,7,-8.153,1,0.159,0.425,0,0.393,0.523,139.712,4,alternative
3403,2oNYsdCasRRlz1shXFAz7D,Linkin Park,LIVING THINGS,LOST IN THE ECHO,67,205120,FALSE,0.546,0.98,9,-3.02,0,0.0619,0.0154,0,0.31,0.478,120.037,4,alternative
3404,15VRO9CQwMpbqUYA7e6Hwg,Nirvana,MTV Unplugged In New York,The Man Who Sold The World,76,261093,FALSE,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,alternative
3405,1hhMX7QQIhBsXjFmTK7owB,GAYLE;blackbear,fmk (with blackbear),fmk (with blackbear),68,189075,TRUE,0.53,0.532,2,-5.957,1,0.0569,0.111,0,0.188,0.536,71.797,4,alternative
3406,5q1Lzfqem9a7uEd03KZ9Qb,Amaarae;Kali Uchis;Moliy,Autumn Vibe,SAD GIRLZ LUV MONEY - Remix,1,204763,TRUE,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07E-05,0.113,0.319,110.02,4,alternative
3407,31AOj9sFz2gM0O3hMARRBx,R.E.M.,Out Of Time (25th Anniversary Edition),Losing My Religion,84,268426,FALSE,0.666,0.855,9,-5.051,0,0.0295,0.179,1.20E-06,0.0987,0.803,125.639,4,alternative
3408,1vhNd2F1bNKV7DN4Moa8z2,grandson;King Kavalier,BLOOD // EDITS,Blood // Water - King Kavalier Remix,64,179374,FALSE,0.586,0.813,8,-6.357,0,0.0804,0.0494,5.54E-06,0.0939,0.655,149.812,4,alternative
3409,5gxakaZJUKXaPZPPzVZ5Tu,The Afters,Life Is Beautiful,Moments Like This,56,239986,FALSE,0.497,0.837,2,-3.672,1,0.046,0.0155,0,0.0763,0.489,86.016,4,alternative
3410,5waHhqlk8iTweFuHeZz9CZ,Bullet For My Valentine,Release Your ANGER,Stitches,5,301426,TRUE,0.547,0.941,1,-4.631,1,0.0824,5.72E-06,0.000756,0.323,0.331,100.007,4,alternative
3411,0393PMIQFV9pewSmxoWwXw,Fitz and The Tantrums,US Pop 20s,Sway,0,136940,FALSE,0.705,0.927,1,-2.701,1,0.0776,0.0327,0,0.0705,0.945,159.978,4,alternative
3412,2cSKGtyDddIwiSe5EhWAtW,Fitz and The Tantrums,20's Rock,I Just Wanna Shine,0,207925,FALSE,0.705,0.918,6,-2.771,0,0.0678,0.0405,0.000106,0.0803,0.537,92.513,4,alternative
3413,6IKtfO76zpYpYnfOb8Ley8,Fitz and The Tantrums,Tek It - New Noise,Sway,0,136940,FALSE,0.705,0.927,1,-2.701,1,0.0776,0.0327,0,0.0705,0.945,159.978,4,alternative
3414,1Uu1dI6OcKWuMLLv8ki3lN,Smash Mouth,Workout Hits 2023,All Star,0,200373,FALSE,0.731,0.867,11,-5.881,1,0.032,0.0394,0,0.0861,0.776,104.02,4,alternative
3415,63J97fSuqUiTB7rm58OfxV,Fitz and The Tantrums,New Pop Classics,Sway,0,136940,FALSE,0.705,0.927,1,-2.701,1,0.0776,0.0327,0,0.0705,0.945,159.978,4,alternative
3416,0e6RXd6MAv6xdvHriDc0ud,Smash Mouth,Обратно в клас - rock,All Star,0,200373,FALSE,0.731,0.867,11,-5.881,1,0.032,0.0394,0,0.0861,0.776,104.02,4,alternative
3417,2s0QwtFt0lBDGPCnJeDvJz,Smash Mouth,Halloween 2022,All Star,0,200373,FALSE,0.731,0.867,11,-5.881,1,0.032,0.0394,0,0.0861,0.776,104.02,4,alternative
3418,7vNEDUsDuUZ4MOkrl3REj2,Fitz and The Tantrums,Happy Commute,Walking Target,0,156960,FALSE,0.65,0.956,4,-4.113,1,0.0564,0.0153,3.86E-05,0.364,0.673,104.018,4,alternative
3419,7jeTJ7399PqgZvyfW1LrvK,Smash Mouth,Hits Pop Rock 90's,All Star,1,200373,FALSE,0.731,0.867,11,-5.881,1,0.032,0.0394,0,0.0861,0.776,104.02,4,alternative
3420,3A5GWLRz25wpL8yx4vf0sq,No Doubt,OO's Music Grandi Successi,It's My Life,1,225866,FALSE,0.606,0.75,8,-4.535,0,0.0306,0.0026,0.000795,0.321,0.771,126.316,4,alternative
3421,1yXOiLikkgT70ND5Sj9Ov7,Smash Mouth,Halloween Party 2022,All Star,0,200373,FALSE,0.731,0.867,11,-5.881,1,0.032,0.0394,0,0.0861,0.776,104.02,4,alternative
3422,6AQl2w7IHk6jOYgSZcXj8z,Smash Mouth,OO's Music Grandi Successi,I'm A Believer - Radio Edit,3,183400,FALSE,0.559,0.972,6,-3.524,1,0.0639,0.0198,6.40E-06,0.393,0.92,82.336,4,alternative
3423,1EWRXz6c0WPKae8vziEnZi,Chris Tomlin,Santa's Christmas List,Joy To The World (Unspeakable Joy),1,230720,FALSE,0.418,0.876,2,-5.157,1,0.0529,0.00187,0,0.829,0.341,128.033,4,alternative
3424,44zVV7hw9cCj2tmzCmmChE,Smash Mouth,Los Clásicos del Pop 90s,All Star,1,200373,FALSE,0.731,0.867,11,-5.881,1,0.032,0.0394,0,0.0861,0.776,104.02,4,alternative
3425,2ZLe81mFJfD39BqIy3zkWb,No Doubt,Обратно в клас - rock,Don't Speak,0,262746,FALSE,0.508,0.752,5,-5.439,0,0.0343,0.251,2.10E-05,0.142,0.554,76.07,4,alternative
3426,6uYSPBL3Y2shKlqH52Rw4l,Jimmy Eat World,Emo Christmas 2022,Last Christmas,0,267493,FALSE,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.20E-06,0.33,0.715,126.042,4,alternative
3427,5KoRwyRC1Yp3fTQQuZeMbM,Jimmy Eat World,Alternative Christmas 2022,Christmas Card,0,173560,FALSE,0.196,0.93,11,-5.131,1,0.0519,0.0116,0.00214,0.105,0.566,194.319,4,alternative
3428,1CfKabrnieuwFYodtDZvvw,Bullet For My Valentine,Release Your ANGER,Shatter - Edit,0,281757,FALSE,0.413,0.923,9,-4.487,1,0.053,9.24E-06,0.00102,0.0883,0.504,150.059,4,alternative
3429,1GN7Kn9Hr4pOpVVxBL1ZUD,Chris Tomlin;Lauren Daigle,Christmas Dinner,Noel - Live,0,257720,FALSE,0.349,0.261,10,-9.478,0,0.0306,0.748,0,0.104,0.103,137.954,4,alternative
3430,5CwV9IOgmKbN7RdUTPBAYY,Smash Mouth,OO's Music Grandi Successi,All Star,0,200373,FALSE,0.731,0.867,11,-5.881,1,0.032,0.0394,0,0.0861,0.776,104.02,4,alternative
3431,3F4M4WsRWSIaHL2Nio1S8E,Smash Mouth,90's Music Grandi Successi,All Star,0,200373,FALSE,0.731,0.867,11,-5.881,1,0.032,0.0394,0,0.0861,0.776,104.02,4,alternative
3432,7MUd9iu6pW3KnLcz2NuMcs,Jimmy Eat World,Christmas Rock 2022,Last Christmas,0,267493,FALSE,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.20E-06,0.33,0.715,126.042,4,alternative
3433,5AOrknyCsTI1KUBr92efWi,Chris Tomlin,Alternative Christmas 2022,Little Drummer Boy,0,215373,FALSE,0.699,0.585,7,-5.755,1,0.0297,0.246,0.000329,0.0975,0.757,124.054,4,alternative
3434,0hPjv7ShJQkoZM8JiBnTqa,Jimmy Eat World,Rock n Roll Christmas,Last Christmas,0,267493,FALSE,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.20E-06,0.33,0.715,126.042,4,alternative
3435,2S9yxu8MLsL0CXoSdGuues,Jimmy Eat World,Alternative Christmas 2022,Last Christmas,0,267493,FALSE,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.20E-06,0.33,0.715,126.042,4,alternative
3436,2eXCP4kLEm5b11TH2MVas6,Chris Tomlin;Audrey Assad,Santa's Christmas List,Winter Snow,0,212773,FALSE,0.444,0.33,2,-15.594,1,0.262,0.954,1.49E-06,0.676,0.308,95.47,4,alternative
3437,6vMAhCWv2XzOqXj6pYTh5H,Jimmy Eat World,Alternative Christmas 2022,Last Christmas,0,267493,FALSE,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.20E-06,0.33,0.715,126.042,4,alternative
3438,13qGcgZe2DoDxPwXbbcbTg,No Doubt,Los Clásicos del Pop 90s,Don't Speak,0,262746,FALSE,0.508,0.752,5,-5.439,0,0.0343,0.251,2.10E-05,0.142,0.554,76.07,4,alternative
3439,0S51NLrTscfLemwPv2rjNv,No Doubt,Hits Pop Rock 90's,Just A Girl,1,205946,FALSE,0.635,0.937,2,-2.86,1,0.0452,0.0735,6.95E-05,0.134,0.78,108.003,4,alternative
3440,5qmdJ43JhLyQU06f673RJ1,No Doubt,Rock Workout 2023,Don't Speak,0,262746,FALSE,0.508,0.752,5,-5.439,0,0.0343,0.251,2.10E-05,0.142,0.554,76.07,4,alternative
3441,7bg7JfJvKgKX1xTn1gGAki,Jimmy Eat World,Mirando las nubes,The Middle,0,166040,FALSE,0.644,0.848,2,-5.385,1,0.0529,0.0358,0,0.0676,0.928,162.151,4,alternative
3442,4QBuC8RxPzFPHPryVdnF0m,Fitz and The Tantrums,All Out Alternative,HandClap,0,193253,FALSE,0.634,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.957,4,alternative
3443,6FLMTRlci8RrAegvGIuoYS,No Doubt,Emo Christmas 2022,Oi To The World,0,160586,FALSE,0.505,0.939,9,-4.165,1,0.0415,0.00281,0.0232,0.0516,0.963,177.68,4,alternative
3444,0Hs9WwuAMYmMiIaaYLhE6i,No Doubt,Halloween Hits,Spiderwebs,1,266706,FALSE,0.485,0.924,10,-4.046,1,0.0579,0.0373,1.62E-06,0.248,0.661,143.244,4,alternative
3445,1zKsMKyoroSE4Pw41NJREK,No Doubt;Bounty Killer,OO's Music Grandi Successi,Hey Baby,0,207040,FALSE,0.705,0.871,11,-3.557,0,0.123,0.0618,0,0.226,0.749,93.625,4,alternative
3446,01XHdHj96m9u8VEyvInHGE,No Doubt,Rock & Halloween,Spiderwebs,1,266706,FALSE,0.485,0.924,10,-4.046,1,0.0579,0.0373,1.62E-06,0.248,0.661,143.244,4,alternative
3447,52qebMWeKw2x34v56DPFcl,No Doubt,Helloween Party,Spiderwebs,0,266706,FALSE,0.485,0.924,10,-4.046,1,0.0579,0.0373,1.62E-06,0.248,0.661,143.244,4,alternative
